date,Observed,Predicted_TVGM
1991-10-28,0.95,1.061631449540984
1991-10-29,0.91,1.0812896812205592
1991-10-30,0.85,0.9920200712175824
1991-10-31,0.78,0.8786963785339658
1991-11-01,0.71,0.8174493646493353
1991-11-02,0.64,0.7676892622760756
1991-11-03,0.57,0.654924766670068
1991-11-04,0.5,0.5873175206529333
1991-11-05,0.44,0.5433405607632178
1991-11-06,0.37,0.4885939906201046
1991-11-07,0.3,0.35204091177391605
1991-11-08,0.23,0.29914698502029
1991-11-09,0.16,0.2497862505374852
1991-11-10,0.095,0.15298763169531318
1991-11-11,0.077,0.11188665018814525
1991-11-12,0.071,0.09797067714596669
1991-11-13,0.066,0.08308747494567387
1991-11-14,0.061,0.07691950521409519
1991-11-15,0.056,0.07585241223177774
1991-11-16,0.051,0.05425469855874698
1991-11-17,0.046,0.04993552256778944
1991-11-18,0.037,0.05387927383408658
1991-11-19,0.029,0.0343689230802699
1991-11-20,0.022,0.03999790726281294
1991-11-21,0.017,0.03257556115035337
1991-11-22,0.012,0.03161912527986721
1991-11-23,0.007,0.024399565254824673
1991-11-24,0.002,0.023493430670532278
1991-11-25,0.0,0.011521626079072644
1991-11-26,0.0,0.01370555878839469
1991-11-27,0.0,0.00894334862391688
1991-11-28,0.0,0.006223206800931358
1991-11-29,0.0,0.005573734765419003
1991-11-30,0.0,0.004945087861634945
1991-12-01,0.0,0.0
1991-12-02,0.0,0.0
1991-12-03,0.0,0.0
1991-12-04,0.0,0.0
1991-12-05,0.0,0.0
1991-12-06,0.0,0.0
1991-12-07,0.0,0.0
1991-12-08,0.0,0.0
1991-12-09,0.0,0.016455266361475707
1991-12-10,0.0,0.031867013612006834
1991-12-11,0.0,0.022767409477846334
1991-12-12,0.0,0.03483007321712117
1991-12-13,0.0,0.006226379659582559
1991-12-14,0.0,0.03180578707958409
1991-12-15,0.0,0.028094596477851286
1991-12-16,0.0,0.015115588342351383
1991-12-17,0.0,0.0
1991-12-18,0.0,0.011683531023561844
1991-12-19,0.0,0.019304885652867587
1991-12-20,0.0,0.010698319726452576
1991-12-21,0.0,0.033341068779260685
1991-12-22,0.0,0.061199545859343396
1991-12-23,0.0,0.07834891325266441
1991-12-24,0.0,0.016651499059344543
1991-12-25,0.0,0.06868215892708479
1991-12-26,0.0,0.06311587944380298
1991-12-27,0.0,0.05613260887817284
1991-12-28,0.0,0.012067455731143095
1991-12-29,0.0,0.03127295422514814
1991-12-30,0.0,0.034850019649642905
1991-12-31,0.0,0.028098296473461293
1992-01-01,0.0,0.023219011456470928
1992-01-02,0.0,0.017744978247537013
1992-01-03,0.0,0.012578826137145005
1992-01-04,0.0,0.0
1992-01-05,0.0,0.03726298008146223
1992-01-06,0.0,0.010884460586066624
1992-01-07,0.0,0.028095723439353404
1992-01-08,0.0,0.012168026423121814
1992-01-09,0.0,0.014846944923913308
1992-01-10,0.0,0.021281562938402776
1992-01-11,0.0,0.04228081277920642
1992-01-12,0.0,0.056485903485655575
1992-01-13,0.0,0.04270356965415073
1992-01-14,0.0,0.039903749604448924
1992-01-15,0.0,0.03792750974471487
1992-01-16,0.0,0.035789873904451486
1992-01-17,0.0,0.030901709871986205
1992-01-18,0.0,0.018472805761101496
1992-01-19,0.0,0.012495582973636732
1992-01-20,0.0,0.02171455258663124
1992-01-21,0.0,0.01962887432196936
1992-01-22,0.0,0.01547791918358471
1992-01-23,0.0,0.018892509546715952
1992-01-24,0.0,0.012811178888047114
1992-01-25,0.0,0.013287647021164473
1992-01-26,0.0,0.008498044556501327
1992-01-27,0.0,0.016170965293372364
1992-01-28,0.0,0.01135744508833314
1992-01-29,0.0,0.01989413584049604
1992-01-30,0.0,0.01740661582323194
1992-01-31,0.0,0.01634429537713189
1992-02-01,0.0,0.04879108096600243
1992-02-02,0.0,0.02412505795268488
1992-02-03,0.0,0.03149223199239137
1992-02-04,0.0,0.02678204438949805
1992-02-05,0.0,0.03725502040830392
1992-02-06,0.0,0.031052018494803657
1992-02-07,0.0,0.030885759143273295
1992-02-08,0.0,0.018197326475202502
1992-02-09,0.0,0.02037983478301203
1992-02-10,0.0,0.019432339261016784
1992-02-11,0.0,0.013673701922700288
1992-02-12,0.0,0.009627594491018687
1992-02-13,0.0,0.006947688279527242
1992-02-14,0.0,0.02446969935470683
1992-02-15,0.0,0.012023248502722572
1992-02-16,0.0,0.02228707359641141
1992-02-17,0.0,0.015956330732103785
1992-02-18,0.0,0.01845396851469211
1992-02-19,0.0,0.022382073130942814
1992-02-20,0.0,0.01654284120903926
1992-02-21,0.0,0.01949509839028235
1992-02-22,0.0,0.021354566294419064
1992-02-23,0.0,0.012284407614089776
1992-02-24,0.0,0.014828620645945811
1992-02-25,0.0,0.012539450034631916
1992-02-26,0.0,0.008429896914678048
1992-02-27,0.0,0.0049063202466747
1992-02-28,0.0,0.0
1992-02-29,0.0,0.0
1992-03-01,0.0,0.0
1992-03-02,0.0,0.0
1992-03-03,0.0,0.01688705209655955
1992-03-04,0.0,4.4845294059792096e-05
1992-03-05,0.0,0.05941336493857435
1992-03-06,0.0,0.007855778741395258
1992-03-07,0.0,0.050473311804808185
1992-03-08,0.0,0.07948741642917356
1992-03-09,0.0,0.05027151734194901
1992-03-10,0.0,0.02400025975392539
1992-03-11,0.0,0.04018853551380791
1992-03-12,0.0,0.04494947130695376
1992-03-13,0.0,0.12366718315926145
1992-03-14,0.0,0.15229102109030856
1992-03-15,0.0,0.22287773829492674
1992-03-16,0.0,0.14681794383398195
1992-03-17,0.0,0.1796070724395482
1992-03-18,0.0,0.2607533736782167
1992-03-19,0.0,0.24148610511011076
1992-03-20,0.0,0.13896400823474292
1992-03-21,0.0,0.1393175275386041
1992-03-22,0.0,0.19044523807631325
1992-03-23,0.0,0.1592860165387216
1992-03-24,0.0,0.1660689999914322
1992-03-25,0.0,0.1966041358138546
1992-03-26,0.0,0.10677935263277355
1992-03-27,0.035,0.18109376727869408
1992-03-28,0.2,0.15372584587863236
1992-03-29,0.36,0.4581481268443365
1992-03-30,0.62,0.7640677131811553
1992-03-31,0.98,1.124664410678407
1992-04-01,1.96,1.4884889188904988
1992-04-02,2.36,3.1482446951557677
1992-04-03,2.66,5.366979186388892
1992-04-04,3.2,3.5180782446311567
1992-04-05,4.59,3.486652350712119
1992-04-06,6.57,5.196518268050069
1992-04-07,7.41,5.6221425588414595
1992-04-08,4.89,6.025377030346822
1992-04-09,3.84,3.868120945924691
1992-04-10,4.17,3.511130013351323
1992-04-11,4.19,3.679061125254583
1992-04-12,4.37,3.8526778559560757
1992-04-13,4.02,3.5679831746934556
1992-04-14,3.08,3.243805718210622
1992-04-15,2.74,2.5496168072076077
1992-04-16,2.53,2.218872947545008
1992-04-17,1.93,2.153286150636931
1992-04-18,1.76,1.8267218431194592
1992-04-19,1.74,1.651507019271511
1992-04-20,1.68,1.6669651389050786
1992-04-21,1.59,1.7001799511762892
1992-04-22,1.59,1.4809990786192204
1992-04-23,1.59,1.4324722040033158
1992-04-24,1.55,1.471222291257806
1992-04-25,1.32,1.5284562892029547
1992-04-26,1.24,1.1198112200717916
1992-04-27,1.09,1.1302689978120148
1992-04-28,1.07,1.003345836949732
1992-04-29,1.02,1.0364283967428547
1992-04-30,1.01,1.0124817626656264
1992-05-01,1.01,0.9392457667349141
1992-05-02,1.01,0.9084245103147298
1992-05-03,1.01,0.9521237624594927
1992-05-04,1.39,1.4598816737023783
1992-05-05,2.58,2.556474572708585
1992-05-06,4.44,5.760693274325911
1992-05-07,4.39,4.9505288390248445
1992-05-08,4.14,4.489384216768197
1992-05-09,4.14,3.8803367747594106
1992-05-10,4.91,4.028111946851873
1992-05-11,5.21,4.453383127407362
1992-05-12,4.59,4.855082073676784
1992-05-13,4.1,4.64267433116026
1992-05-14,3.29,3.6617162794953346
1992-05-15,2.7,3.0277429260393487
1992-05-16,2.4,2.874326482536177
1992-05-17,2.29,2.6606340281410032
1992-05-18,1.83,2.1746780694231473
1992-05-19,1.73,1.721710323100587
1992-05-20,1.51,1.715942253112903
1992-05-21,1.38,1.674534501381003
1992-05-22,1.31,1.4764353422667473
1992-05-23,1.16,1.5037494159401676
1992-05-24,1.09,1.2906607845266067
1992-05-25,1.08,1.0967975303085988
1992-05-26,1.02,1.0588907702425325
1992-05-27,0.93,1.0073483100016412
1992-05-28,0.88,0.8889759174452143
1992-05-29,0.88,0.8490603821093696
1992-05-30,0.86,0.814166748004428
1992-05-31,0.77,0.731326732390365
1992-06-01,0.76,0.6222669641502943
1992-06-02,0.89,1.0399633784125195
1992-06-03,1.15,1.2457142542316928
1992-06-04,1.12,1.2082876886600846
1992-06-05,1.08,1.1215291985568037
1992-06-06,1.08,1.0391702361589823
1992-06-07,1.11,1.1431140838158786
1992-06-08,1.09,1.0799669497419964
1992-06-09,0.96,1.0415556438089402
1992-06-10,0.81,1.0256439366675287
1992-06-11,0.76,1.0119174160565958
1992-06-12,0.68,0.9181603663905262
1992-06-13,0.64,0.8197274968536048
1992-06-14,0.64,0.7391126098163132
1992-06-15,0.56,0.6540158092188206
1992-06-16,1.05,0.6287967823408543
1992-06-17,0.96,0.900911728677252
1992-06-18,0.81,0.8132087457500693
1992-06-19,0.63,0.7528879265264395
1992-06-20,0.54,0.7608473664787372
1992-06-21,0.74,0.8069544487010285
1992-06-22,0.76,0.9677037595483869
1992-06-23,0.79,1.0275479359948285
1992-06-24,0.94,1.1029514417207196
1992-06-25,0.99,1.1927965620565413
1992-06-26,1.52,1.047288866698001
1992-06-27,1.52,1.3021232617006717
1992-06-28,1.39,1.315828028787854
1992-06-29,1.38,1.2429942925421893
1992-06-30,1.38,1.2145902409898832
1992-07-01,1.23,1.1886628303497702
1992-07-02,1.21,0.9899321310945438
1992-07-03,1.15,0.9239658149419286
1992-07-04,0.94,0.9138776916818493
1992-07-05,0.78,0.8653884735235825
1992-07-06,0.55,0.7863117647359134
1992-07-07,0.47,0.6874667429092454
1992-07-08,0.49,0.7836924245432884
1992-07-09,1.93,1.2269306342341972
1992-07-10,12.0,4.717572405133705
1992-07-11,7.03,11.206908913777573
1992-07-12,3.13,5.772619583229081
1992-07-13,2.4,2.5025021558083322
1992-07-14,2.19,2.1620987462793586
1992-07-15,1.87,2.022860162015477
1992-07-16,1.56,1.8397356461575003
1992-07-17,1.45,1.5693794825527885
1992-07-18,1.11,1.3979006727187864
1992-07-19,0.92,0.9525152575336039
1992-07-20,0.92,1.1068517897086108
1992-07-21,1.24,1.2753814516774467
1992-07-22,1.32,1.28874910648388
1992-07-23,1.42,1.2547135795826896
1992-07-24,2.67,1.5154697095498926
1992-07-25,3.51,3.0200978867167163
1992-07-26,3.37,3.681500976440782
1992-07-27,3.02,2.9038661400651655
1992-07-28,2.65,3.131659670187349
1992-07-29,2.83,2.5022546358573736
1992-07-30,2.75,2.6664726191261723
1992-07-31,2.67,2.3900358538611535
1992-08-01,2.28,2.5920928490665553
1992-08-02,1.97,2.2574180095072327
1992-08-03,1.94,1.965902656992343
1992-08-04,1.84,1.9184239060172403
1992-08-05,1.26,1.3324287578882883
1992-08-06,0.87,1.059120071751476
1992-08-07,0.79,0.8734229439354774
1992-08-08,0.79,0.8824545418791764
1992-08-09,0.79,0.9770435863688808
1992-08-10,0.79,0.8977854568791341
1992-08-11,0.87,0.7848416134084537
1992-08-12,0.77,0.951859990109021
1992-08-13,0.66,0.6974991547701819
1992-08-14,0.65,0.6535992501954313
1992-08-15,0.6,0.6087041747190644
1992-08-16,0.51,0.5666245505893249
1992-08-17,0.43,0.4056720509730537
1992-08-18,0.32,0.3575840145210319
1992-08-19,0.25,0.324405602647042
1992-08-20,0.28,0.46096377502673314
1992-08-21,0.33,0.471999522444691
1992-08-22,0.46,0.5834155245229108
1992-08-23,0.48,0.4664544671345334
1992-08-24,0.39,0.5903235546024973
1992-08-25,0.31,0.4928504116274325
1992-08-26,0.25,0.3991694924744994
1992-08-27,0.24,0.27279508699260047
1992-08-28,0.21,0.3903004514598206
1992-08-29,0.28,0.2643449631910896
1992-08-30,0.25,0.32916637524110176
1992-08-31,0.24,0.17631389287786936
1992-09-01,0.2,0.2223231511289498
1992-09-02,0.17,0.15843205037806052
1992-09-03,0.16,0.18207973854677056
1992-09-04,0.096,0.12214522600503164
1992-09-05,0.072,0.1489620742822063
1992-09-06,0.07,0.11343067433682408
1992-09-07,0.07,0.10233356760056156
1992-09-08,0.059,0.03275366068006602
1992-09-09,0.058,0.020017854381392974
1992-09-10,0.058,0.016743308844777205
1992-09-11,0.058,0.05552445017529439
1992-09-12,0.058,0.016265097520995253
1992-09-13,0.058,0.1632912395903997
1992-09-14,0.058,0.0
1992-09-15,0.058,0.11298266176666483
1992-09-16,0.058,0.0919931535299055
1992-09-17,0.058,0.09210527515026412
1992-09-18,0.058,0.0
1992-09-19,0.058,0.041698937468220065
1992-09-20,0.058,0.019942553989335754
1992-09-21,0.058,0.0
1992-09-22,0.058,0.0
1992-09-23,0.058,0.0
1992-09-24,0.069,0.0
1992-09-25,0.087,0.0
1992-09-26,0.12,0.04426323819031064
1992-09-27,0.16,0.04057612297011837
1992-09-28,0.22,0.16522767232990343
1992-09-29,0.37,0.12232387023303537
1992-09-30,0.43,0.36590718418481416
1992-10-01,0.48,0.47546566558484316
1992-10-02,0.48,0.48551215395974556
1992-10-03,0.48,0.43963357207467374
1992-10-04,0.48,0.41675286535623085
1992-10-05,0.48,0.5390402362173368
1992-10-06,0.48,0.49375969411700094
1992-10-07,0.48,0.5016419328938415
1992-10-08,0.5,0.47797037288842864
1992-10-09,0.53,0.5111933591065467
1992-10-10,0.53,0.5081115826894785
1992-10-11,0.49,0.4836673132350666
1992-10-12,0.48,0.4745107184557016
1992-10-13,0.48,0.42183812165689333
1992-10-14,0.48,0.4132085292006532
1992-10-15,0.48,0.42968671271224007
1992-10-16,0.48,0.38427826476064847
1992-10-17,0.48,0.37610382859083485
1992-10-18,0.48,0.3687468360380026
1992-10-19,0.53,0.3621255427404536
1992-10-20,0.53,0.3963628716142217
1992-10-21,0.53,0.32523994879363416
1992-10-22,0.56,0.32188491690815224
1992-10-23,0.59,0.526993758339758
1992-10-24,0.64,0.5346439863830388
1992-10-25,0.65,0.5356204822829795
1992-10-26,0.71,0.5147588977499951
1992-10-27,0.77,0.7205087956646087
1992-10-28,0.84,0.6538643595810656
1992-10-29,0.91,0.6915624293556826
1992-10-30,0.98,0.8002168289019448
1992-10-31,1.05,0.8572635914795299
1992-11-01,1.11,0.9287258192159163
1992-11-02,1.13,1.0893011945230597
1992-11-03,1.14,1.1334521986155581
1992-11-04,1.14,1.0952880494318173
1992-11-05,1.15,0.9439319871622518
1992-11-06,1.13,1.098164577335642
1992-11-07,0.94,1.2800056330528655
1992-11-08,0.75,1.2443424172811994
1992-11-09,0.66,1.0192285147507885
1992-11-10,0.59,0.815341053401393
1992-11-11,0.51,0.8449554411345513
1992-11-12,0.44,0.7080006810227316
1992-11-13,0.37,0.6323161626021852
1992-11-14,0.3,0.46986945150079673
1992-11-15,0.23,0.46778015031407183
1992-11-16,0.16,0.39590151990885636
1992-11-17,0.13,0.30477621539463795
1992-11-18,0.098,0.3181612529429166
1992-11-19,0.075,0.2452843802451774
1992-11-20,0.053,0.2532989610891722
1992-11-21,0.032,0.15515371684638968
1992-11-22,0.008,0.24158266362750147
1992-11-23,0.0,0.21882750253008626
1992-11-24,0.0,0.19090312432665257
1992-11-25,0.0,0.14598502870339886
1992-11-26,0.0,0.19283864146894675
1992-11-27,0.0,0.15135572746916365
1992-11-28,0.0,0.15276203637118713
1992-11-29,0.0,0.12132359554508632
1992-11-30,0.0,0.1158900058542468
1992-12-01,0.0,0.09864697671171058
1992-12-02,0.0,0.08180731755639381
1992-12-03,0.0,0.06921452296732877
1992-12-04,0.0,0.06845707024866993
1992-12-05,0.0,0.06722717612333007
1992-12-06,0.0,0.05411308957442973
1992-12-07,0.0,0.05984454299710912
1992-12-08,0.0,0.05156835595747933
1992-12-09,0.0,0.0490690637889451
1992-12-10,0.0,0.042310570424887395
1992-12-11,0.0,0.056536275135799285
1992-12-12,0.0,0.05128168001728828
1992-12-13,0.0,0.045804880158665906
1992-12-14,0.0,0.03613546649746385
1992-12-15,0.0,0.02983134729631831
1992-12-16,0.0,0.03571385103339564
1992-12-17,0.0,0.031303227401557
1992-12-18,0.0,0.01851863081321009
1992-12-19,0.0,0.014615045754938827
1992-12-20,0.0,0.01653805818559556
1992-12-21,0.0,0.0155651535365251
1992-12-22,0.0,0.011742472599262144
1992-12-23,0.0,0.010138512347615702
1992-12-24,0.0,0.0019406356742447395
1992-12-25,0.0,0.0029650710346685316
1992-12-26,0.0,0.0
1992-12-27,0.0,0.0
1992-12-28,0.0,0.0
1992-12-29,0.0,0.0
1992-12-30,0.0,0.0
1992-12-31,0.0,0.0
1993-01-01,0.0,0.0
1993-01-02,0.0,0.0
1993-01-03,0.0,0.0
1993-01-04,0.0,0.0
1993-01-05,0.0,0.0059052666509711305
1993-01-06,0.0,0.0
1993-01-07,0.0,0.01425423802619774
1993-01-08,0.0,0.015633576563470475
1993-01-09,0.0,0.010638753149065039
1993-01-10,0.0,0.020543090172118805
1993-01-11,0.0,0.007906771942877366
1993-01-12,0.0,0.019849174398734237
1993-01-13,0.0,0.023287788591058456
1993-01-14,0.0,0.014936816107912032
1993-01-15,0.0,0.015174735165021047
1993-01-16,0.0,0.013751535371452406
1993-01-17,0.0,0.009716510095699848
1993-01-18,0.0,0.01051543167107899
1993-01-19,0.0,0.008259536254182853
1993-01-20,0.0,0.005491260646839302
1993-01-21,0.0,0.004235972873822491
1993-01-22,0.0,0.002280223222477673
1993-01-23,0.0,0.0
1993-01-24,0.0,0.0
1993-01-25,0.0,0.0064125931301409755
1993-01-26,0.0,0.005782044284363963
1993-01-27,0.0,0.0066580802885359835
1993-01-28,0.0,0.0016585302489097176
1993-01-29,0.0,0.005787100714398419
1993-01-30,0.0,0.009758496246956294
1993-01-31,0.0,0.00014395414140899732
1993-02-01,0.0,0.0
1993-02-02,0.0,0.0
1993-02-03,0.0,0.0
1993-02-04,0.0,0.0
1993-02-05,0.0,0.0025881964713217465
1993-02-06,0.0,0.0
1993-02-07,0.0,0.0
1993-02-08,0.0,0.0
1993-02-09,0.0,0.0
1993-02-10,0.0,0.0009986331148885697
1993-02-11,0.0,0.0
1993-02-12,0.0,0.0
1993-02-13,0.0,0.0
1993-02-14,0.0,0.0
1993-02-15,0.0,0.040638390005270475
1993-02-16,0.0,0.03183254800941837
1993-02-17,0.0,0.14478249464567555
1993-02-18,0.0,0.009643563438586689
1993-02-19,0.0,0.14103071186647814
1993-02-20,0.0,0.14169619900885116
1993-02-21,0.0,0.1313625913851511
1993-02-22,0.0,0.12219509097549885
1993-02-23,0.0,0.09503386312404083
1993-02-24,0.0,0.1509330959346259
1993-02-25,0.0,0.13434724096867284
1993-02-26,0.0,0.12019926000278053
1993-02-27,0.0,0.08506516841468431
1993-02-28,0.0,0.10682489249893012
1993-03-01,0.0,0.0886846745022567
1993-03-02,0.0,0.08732429335991687
1993-03-03,0.0,0.07519744373631249
1993-03-04,0.0,0.07864672357279823
1993-03-05,0.0,0.05385848060412873
1993-03-06,0.0,0.04561182197142216
1993-03-07,0.0,0.04724748998426259
1993-03-08,0.0,0.04047803715847631
1993-03-09,0.0,0.04607306991244092
1993-03-10,0.0,0.039013501590601296
1993-03-11,0.0,0.028673916548278944
1993-03-12,0.0,0.03071591084450559
1993-03-13,0.0,0.024412958202945423
1993-03-14,0.0,0.020119622406273574
1993-03-15,0.0,0.015187221238306403
1993-03-16,0.0,0.005361751154779937
1993-03-17,0.0,0.006227429010018826
1993-03-18,0.0,0.005000905578554149
1993-03-19,0.0,0.0011875525506608309
1993-03-20,0.0,0.0
1993-03-21,0.0,0.0
1993-03-22,0.081,0.009235892201623463
1993-03-23,0.33,0.008691688100181838
1993-03-24,0.76,0.6704994682580762
1993-03-25,0.17,0.881517103214529
1993-03-26,0.83,0.31140088566912677
1993-03-27,0.05,0.780933342439958
1993-03-28,0.17,0.10215143307776803
1993-03-29,0.76,0.4455988797677172
1993-03-30,0.36,0.8921219058849092
1993-03-31,0.44,0.7579344108896873
1993-04-01,8.22,1.737094375943799
1993-04-02,7.92,7.512359760478332
1993-04-03,7.59,8.113227074229048
1993-04-04,8.37,7.542910248528429
1993-04-05,8.68,7.593168445994828
1993-04-06,8.45,10.772792858339292
1993-04-07,5.79,7.002215692570039
1993-04-08,4.95,4.407901534794133
1993-04-09,5.32,4.4182072529932945
1993-04-10,3.83,4.588889555969358
1993-04-11,3.17,3.2218045665876107
1993-04-12,3.12,2.7308422683477027
1993-04-13,3.41,3.1497936089263403
1993-04-14,3.26,3.4637389143846717
1993-04-15,3.45,2.802402062340559
1993-04-16,3.56,3.519384058177608
1993-04-17,3.71,3.183752793008963
1993-04-18,3.84,3.582658053317824
1993-04-19,4.97,3.7794800488447846
1993-04-20,7.38,5.371557724550306
1993-04-21,7.59,7.440518797206694
1993-04-22,7.59,7.27172626704769
1993-04-23,7.59,7.315844887585323
1993-04-24,7.56,6.633090457028122
1993-04-25,6.66,6.907127720678213
1993-04-26,3.83,5.316369274328271
1993-04-27,2.48,2.748001545040327
1993-04-28,2.2,2.2094886874079904
1993-04-29,2.25,2.132445276051431
1993-04-30,2.34,2.230895430623353
1993-05-01,2.47,2.3866050132784693
1993-05-02,2.78,2.4531346062514787
1993-05-03,3.08,2.7808580354834174
1993-05-04,3.44,3.563478289544929
1993-05-05,3.53,3.399812571758325
1993-05-06,3.67,3.484817589900346
1993-05-07,4.02,3.5836536122650835
1993-05-08,4.04,3.8722820740311485
1993-05-09,3.67,3.6722679817884467
1993-05-10,3.19,3.3521909888585895
1993-05-11,2.54,2.8590125620477203
1993-05-12,2.24,2.546277766263536
1993-05-13,1.81,2.060887648174484
1993-05-14,1.59,1.5660170420759356
1993-05-15,1.47,1.3740556814637273
1993-05-16,1.32,1.1594553012375775
1993-05-17,1.15,1.1641851481466954
1993-05-18,1.03,1.0904412235396348
1993-05-19,0.95,1.0093243956167983
1993-05-20,0.9,0.896266745454374
1993-05-21,0.87,0.8376656459267666
1993-05-22,0.8,0.825317221828074
1993-05-23,0.77,0.7206334364747791
1993-05-24,0.69,0.6513295784241147
1993-05-25,0.65,0.5314318307914264
1993-05-26,0.64,0.5058586286812985
1993-05-27,0.64,0.511945761776276
1993-05-28,0.64,0.5142043068815131
1993-05-29,0.59,0.5018187478621097
1993-05-30,0.54,0.4702671161899892
1993-05-31,0.49,0.45312313318000785
1993-06-01,0.46,0.34740683467614397
1993-06-02,0.41,0.3146604321641102
1993-06-03,0.33,0.29042817301117513
1993-06-04,0.31,0.24186398888981725
1993-06-05,0.31,0.2263594370216888
1993-06-06,0.31,0.22694157107543877
1993-06-07,0.31,0.23408435824743934
1993-06-08,0.31,0.1843875848291583
1993-06-09,0.31,0.17502941126037064
1993-06-10,0.31,0.12972071714029948
1993-06-11,0.31,0.27574110346172237
1993-06-12,0.31,0.31776901686776055
1993-06-13,0.31,0.35278492480939205
1993-06-14,0.36,0.2578520260516368
1993-06-15,0.66,0.5136873348265876
1993-06-16,0.6,0.5944403848608589
1993-06-17,0.44,0.41887794465058004
1993-06-18,0.35,0.3574355011616347
1993-06-19,0.31,0.4278264040181994
1993-06-20,0.31,0.3558391394210817
1993-06-21,0.37,0.31137087557469173
1993-06-22,0.4,0.42357417188685237
1993-06-23,0.47,0.42090199930018835
1993-06-24,0.43,0.47336501218035565
1993-06-25,0.39,0.33733529858360145
1993-06-26,0.45,0.23859001695573784
1993-06-27,0.5,0.37424316547506004
1993-06-28,1.46,0.7329594894344736
1993-06-29,1.64,1.7767203680603443
1993-06-30,1.05,1.3630066767304763
1993-07-01,0.76,1.1104169556407202
1993-07-02,0.64,0.9843852481848664
1993-07-03,0.64,0.6973980519871575
1993-07-04,0.64,0.7529311933079211
1993-07-05,0.64,0.8207175306583471
1993-07-06,0.64,0.8665818429467734
1993-07-07,0.75,0.8546667677225692
1993-07-08,1.07,1.1073204192188515
1993-07-09,1.07,1.312596739489356
1993-07-10,0.86,1.1827131546760772
1993-07-11,0.89,1.0505508124125438
1993-07-12,1.14,1.149432513944526
1993-07-13,1.79,1.184227426710563
1993-07-14,2.0,1.4528266630354483
1993-07-15,1.93,2.0180659129975163
1993-07-16,1.89,1.9639226899246125
1993-07-17,2.0,2.047557328778926
1993-07-18,2.47,2.746766885789845
1993-07-19,2.33,2.349373218527086
1993-07-20,2.21,2.1525995008533596
1993-07-21,5.12,3.2230524983811644
1993-07-22,6.51,5.0662726461763254
1993-07-23,4.83,4.401538688884836
1993-07-24,4.32,4.3586597369847055
1993-07-25,9.9,3.9686280514199916
1993-07-26,8.81,10.842675734684555
1993-07-27,7.72,11.3252324598344
1993-07-28,6.47,7.773446128675809
1993-07-29,6.38,4.697346122421239
1993-07-30,6.36,4.569534878001611
1993-07-31,5.53,4.829189264262904
1993-08-01,4.32,4.467208793944767
1993-08-02,3.62,4.322750768363399
1993-08-03,4.09,3.831308324823513
1993-08-04,4.27,4.179996022815632
1993-08-05,4.72,4.537339466214894
1993-08-06,5.34,4.160110346666074
1993-08-07,4.46,4.3756702293727585
1993-08-08,3.49,3.647111249671995
1993-08-09,2.68,2.6420012022075126
1993-08-10,2.29,2.5326198538981632
1993-08-11,2.37,2.6606304663295806
1993-08-12,2.68,3.2066755035207413
1993-08-13,2.39,2.5410414182139167
1993-08-14,2.28,2.3208362598491385
1993-08-15,2.45,2.2335866130458752
1993-08-16,2.64,2.519738324909607
1993-08-17,2.39,2.3999273889319688
1993-08-18,2.24,2.216815567057627
1993-08-19,1.92,1.6946438949467453
1993-08-20,1.73,1.777232294574525
1993-08-21,1.67,1.5868167114547322
1993-08-22,1.67,1.4777530480028238
1993-08-23,1.67,1.4008563189168588
1993-08-24,1.6,1.3543741104985347
1993-08-25,1.52,1.2935370314989794
1993-08-26,1.44,1.3171438842904695
1993-08-27,1.36,1.1910989060032215
1993-08-28,1.29,0.9923793701686725
1993-08-29,1.2,0.9545077694851424
1993-08-30,1.06,0.8854602514421747
1993-08-31,0.92,0.7548310430650678
1993-09-01,0.78,0.7163953011737666
1993-09-02,0.7,0.5323181349804287
1993-09-03,0.7,0.5188912104746192
1993-09-04,0.58,0.46200568196449254
1993-09-05,0.56,0.29315396364579843
1993-09-06,0.44,0.24525354473784639
1993-09-07,0.35,0.3772857835406448
1993-09-08,0.35,0.23953948533784586
1993-09-09,0.35,0.1849357808499944
1993-09-10,0.35,0.19232121938699243
1993-09-11,0.35,0.22946924063941232
1993-09-12,0.35,0.24983877962101342
1993-09-13,0.35,0.25730733487549184
1993-09-14,0.35,0.22465521684455464
1993-09-15,0.35,0.21209231670880146
1993-09-16,0.35,0.23400797225197706
1993-09-17,0.35,0.18768505090889326
1993-09-18,0.35,0.15139275465125174
1993-09-19,0.35,0.1178655663392747
1993-09-20,0.35,0.11950542347713056
1993-09-21,0.23,0.16141972471831922
1993-09-22,0.21,0.03698949256028761
1993-09-23,0.21,0.13202497344094444
1993-09-24,0.21,0.03838351670665652
1993-09-25,0.21,0.13702732524436867
1993-09-26,0.21,0.11921385229853415
1993-09-27,0.21,0.07635096118728424
1993-09-28,0.21,0.16014968080438596
1993-09-29,0.21,0.2402595186550286
1993-09-30,0.21,0.20962848785419025
1993-10-01,0.21,0.21121372556821205
1993-10-02,0.21,0.221934692233481
1993-10-03,0.34,0.14622206049097886
1993-10-04,0.35,0.25203484825570255
1993-10-05,0.35,0.26274869823334057
1993-10-06,0.36,0.27690247123535977
1993-10-07,0.54,0.35199530581102056
1993-10-08,0.56,0.6229657954424683
1993-10-09,0.69,0.6091533672441602
1993-10-10,0.7,0.592200875614748
1993-10-11,0.7,0.664329875041014
